origem,destino,dominio,camada,acao,observacao
src/core/creditos.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/economiaAutoridade.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/env.d.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/eval/chrf.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/eval/der.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/eval/wer.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/gateway/budget.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/gateway/gateway.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/gateway/llm-types.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/gateway/profile.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/index.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/cefrWordlist.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/cloze.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/conquistas.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/contract.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/dificuldade.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/due.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/economia.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/etapas.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/fillers.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/fluencia.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/historicoDeXp.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/interesses.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/keywords.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/memoriaDeItens.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/passive-voice.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/pistaDeJogo.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/pronunciation.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/quality.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/scheduler.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/sobreposicao.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/text-stats.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/trilha.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/learning/xp.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/loja.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/autoDificuldade.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/bingo.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/blitzRegras.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/composicao.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/desbloqueio.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/distribuicao.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/duracao.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/escuta.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/estadoDosJogos.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/fases.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/filtro.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/grade.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/itemSource.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/painelDaPratica.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/revelavel.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/scramble.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/sequencia.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/shiritori.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/source.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/termo.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/termoLayout.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/types.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/minigames/wordsearch.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/passe.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/planos.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/robustness.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/tetoAnonimo.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/texto/frases.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/texto/idioma.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/texto/palavra.ts,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/core/tsconfig.json,,nucleo,,fica,"Fronteira isomorfica (alias @core, tsconfig proprio): as duas pontas importam daqui"
src/data/trilha/indice.ts,src/core/trilha/indice.ts,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:27; sobe para o nucleo, que e o que as duas pontas podem importar"
src/data/trilha/niveis/ar.json,src/core/trilha/niveis/ar.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/de.json,src/core/trilha/niveis/de.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/en.json,src/core/trilha/niveis/en.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/es.json,src/core/trilha/niveis/es.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/fr.json,src/core/trilha/niveis/fr.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/he.json,src/core/trilha/niveis/he.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/hi.json,src/core/trilha/niveis/hi.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/it.json,src/core/trilha/niveis/it.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/ja.json,src/core/trilha/niveis/ja.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/ko.json,src/core/trilha/niveis/ko.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/nl.json,src/core/trilha/niveis/nl.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/pl.json,src/core/trilha/niveis/pl.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/ru.json,src/core/trilha/niveis/ru.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/sv.json,src/core/trilha/niveis/sv.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/tr.json,src/core/trilha/niveis/tr.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/data/trilha/niveis/zh.json,src/core/trilha/niveis/zh.json,nucleo,dados,mover,"Importado pelo SERVIDOR em server/lib/niveisDaTrilha.ts:29-44 (os 16 JSON, um por idioma); sobe para o nucleo"
src/lib/i18n.ts,src/core/i18n.ts,nucleo,servico,mover,Citado literalmente por audit/rules/ast-grep/locale-cravado.yml; sobe para o nucleo (45 importadores nas duas pontas) e a regra do portao precisa apontar para src/core/i18n.ts no mesmo commit
src/lib/traducao/promptComunicativo.ts,src/core/traducao/promptComunicativo.ts,nucleo,servico,mover,Importado pelo SERVIDOR em server/ai/mtProxy.ts:9 e pelos scripts de avaliacao; sobe para o nucleo
src/components/EditablePanel.tsx,src/dominios/personalizacao/ui/EditablePanel.tsx,personalizacao,ui,mover,
src/components/LayoutEditorToolbar.tsx,src/dominios/personalizacao/ui/LayoutEditorToolbar.tsx,personalizacao,ui,mover,
src/components/LayoutStudio.tsx,src/dominios/personalizacao/ui/LayoutStudio.tsx,personalizacao,ui,mover,
src/components/MiniaturaDoItem.tsx,src/dominios/personalizacao/ui/MiniaturaDoItem.tsx,personalizacao,ui,mover,
src/components/ParticleCanvas.tsx,src/dominios/personalizacao/ui/ParticleCanvas.tsx,personalizacao,ui,mover,
src/components/views/Personalizar.tsx,src/dominios/personalizacao/ui/Personalizar.tsx,personalizacao,ui,mover,
src/components/views/Settings.tsx,src/dominios/personalizacao/ui/Settings.tsx,personalizacao,ui,mover,
src/components/views/personalizar/EditorDoItem.tsx,src/dominios/personalizacao/ui/EditorDoItem.tsx,personalizacao,ui,mover,
src/components/views/personalizar/Inventario.tsx,src/dominios/personalizacao/ui/Inventario.tsx,personalizacao,ui,mover,
src/components/views/personalizar/SeletorDeEmojis.tsx,src/dominios/personalizacao/ui/SeletorDeEmojis.tsx,personalizacao,ui,mover,
src/components/views/personalizar/SeletorDePaletas.tsx,src/dominios/personalizacao/ui/SeletorDePaletas.tsx,personalizacao,ui,mover,
src/lib/appearance.ts,src/dominios/personalizacao/dados/appearance.ts,personalizacao,dados,mover,
src/lib/appearanceSync.ts,src/dominios/personalizacao/servico/appearanceSync.ts,personalizacao,servico,mover,
src/lib/aprimoramentos.ts,src/dominios/personalizacao/estado/aprimoramentos.ts,personalizacao,estado,mover,
src/lib/cursores.ts,src/dominios/personalizacao/dados/cursores.ts,personalizacao,dados,mover,
src/lib/galeria/acesso.ts,src/dominios/personalizacao/dados/galeria/acesso.ts,personalizacao,dados,mover,
src/lib/galeria/cromas.ts,src/dominios/personalizacao/dados/galeria/cromas.ts,personalizacao,dados,mover,
src/lib/galeria/emojis.ts,src/dominios/personalizacao/dados/galeria/emojis.ts,personalizacao,dados,mover,
src/lib/galeria/equipar.ts,src/dominios/personalizacao/dados/galeria/equipar.ts,personalizacao,dados,mover,
src/lib/galeria/paletas.ts,src/dominios/personalizacao/dados/galeria/paletas.ts,personalizacao,dados,mover,
src/lib/galeria/perfis.ts,src/dominios/personalizacao/dados/galeria/perfis.ts,personalizacao,dados,mover,
src/lib/galeria/progressao.ts,src/dominios/personalizacao/dados/galeria/progressao.ts,personalizacao,dados,mover,
src/lib/galeria/restaurar.ts,src/dominios/personalizacao/dados/galeria/restaurar.ts,personalizacao,dados,mover,
src/lib/galeria/textos.ts,src/dominios/personalizacao/dados/galeria/textos.ts,personalizacao,dados,mover,
src/lib/layoutStore.ts,src/dominios/personalizacao/estado/layoutStore.ts,personalizacao,estado,mover,
src/lib/panelMeta.ts,src/dominios/personalizacao/dados/panelMeta.ts,personalizacao,dados,mover,
src/lib/particulas.ts,src/dominios/personalizacao/dados/particulas.ts,personalizacao,dados,mover,
src/lib/profile.ts,src/dominios/personalizacao/dados/profile.ts,personalizacao,dados,mover,
src/lib/rastroDoMouse.ts,src/dominios/personalizacao/servico/rastroDoMouse.ts,personalizacao,servico,mover,
src/lib/theme.ts,src/dominios/personalizacao/servico/theme.ts,personalizacao,servico,mover,
server/db/repositories/sessions.ts,server/dominios/sessao/repositorio/sessions.ts,sessao,repositorio,mover,
server/import/document.ts,server/dominios/sessao/servico/document.ts,sessao,servico,mover,
server/import/web.ts,server/dominios/sessao/servico/web.ts,sessao,servico,mover,
server/import/youtube.ts,server/dominios/sessao/servico/youtube.ts,sessao,servico,mover,
server/lib/capaDeSessao.ts,server/dominios/sessao/servico/capaDeSessao.ts,sessao,servico,mover,
server/routes/images.ts,server/dominios/sessao/rotas/images.ts,sessao,rotas,mover,
server/routes/import.ts,server/dominios/sessao/rotas/import.ts,sessao,rotas,mover,
server/routes/sessions.ts,server/dominios/sessao/rotas/sessions.ts,sessao,rotas,mover,
src/components/BuscaDeCapa.tsx,src/dominios/sessao/ui/BuscaDeCapa.tsx,sessao,ui,mover,
src/components/views/Analysis.tsx,,sessao,ui,dividir,"ARQUIVO-DEUS (2886 linhas). Saem: 39-74 lazy do Play e provenanceLabel -> dominios/jogos/ui e dominios/transcricao/dados; 101-166 estado do player, velocidade, loop e shadowing -> dominios/sessao/estado; 167-253 carga das falas reais e idiomas da sessao -> dominios/transcricao/dados; 254-399 derivacao de frases e idioma por frase -> dominios/transcricao/servico; 400-438 settings de transcricao, cartoes e metricas da sessao -> dominios/estatisticas/estado; 439-703 edicao de falas (startEditUtt/saveEditUtt) -> dominios/transcricao/servico; 704-848 exame de palavra, adicionar ao deck, praticar e TTS -> dominios/vocabulario/servico; 849-1539 renderInteractivePlayer -> dominios/sessao/ui; 1540-2886 render FICA na tela"
src/components/views/Library.tsx,src/dominios/sessao/ui/Library.tsx,sessao,ui,mover,
src/components/views/Reading.tsx,src/dominios/sessao/ui/Reading.tsx,sessao,ui,mover,
src/lib/audioDaSessao.ts,src/dominios/sessao/servico/audioDaSessao.ts,sessao,servico,mover,"AMBIGUO: 2 importadores, 1 sessao (Analysis) e 1 jogos (Play)"
src/lib/import/buildSession.ts,src/dominios/sessao/servico/buildSession.ts,sessao,servico,mover,
src/lib/sentences.ts,src/dominios/sessao/dados/sentences.ts,sessao,dados,mover,"AMBIGUO: frase canonica derivada das falas da sessao; 14 importadores, 6 de sessao/transcricao (Analysis, LiveCapture, Reading) contra 5 de vocabulario/jogos (Study, PracticeMenu, VocabularyPanel) e 2 de estatisticas (Metrics)"
server/ai/sttProxy.ts,server/dominios/transcricao/servico/sttProxy.ts,transcricao,servico,mover,
server/audio/downsample.ts,server/dominios/transcricao/servico/downsample.ts,transcricao,servico,mover,
server/audio/loopback.ts,server/dominios/transcricao/servico/loopback.ts,transcricao,servico,mover,
server/audio/loopbackExclusion.ts,server/dominios/transcricao/servico/loopbackExclusion.ts,transcricao,servico,mover,
server/db/repositories/utterances.ts,server/dominios/transcricao/repositorio/utterances.ts,transcricao,repositorio,mover,
server/lib/duracaoDeAudio.ts,server/dominios/transcricao/servico/duracaoDeAudio.ts,transcricao,servico,mover,
server/routes/ai.ts,server/dominios/transcricao/rotas/ai.ts,transcricao,rotas,mover,
src/components/AiEnginePanel.tsx,src/dominios/transcricao/ui/AiEnginePanel.tsx,transcricao,ui,mover,
src/components/ChatTranscript.tsx,src/dominios/transcricao/ui/ChatTranscript.tsx,transcricao,ui,mover,
src/components/DocumentPiP.tsx,src/dominios/transcricao/ui/DocumentPiP.tsx,transcricao,ui,mover,
src/components/IChat.tsx,src/dominios/transcricao/ui/IChat.tsx,transcricao,ui,mover,
src/components/ModelPrepPanel.tsx,src/dominios/transcricao/ui/ModelPrepPanel.tsx,transcricao,ui,mover,
src/components/Overlay.tsx,src/dominios/transcricao/ui/Overlay.tsx,transcricao,ui,mover,
src/components/views/LiveCapture.tsx,,transcricao,ui,dividir,"ARQUIVO-DEUS (4260 linhas). Saem: 104-168 tipos e helpers de fala -> dominios/transcricao/dados; 169-256 TranscriptVisualSettings/SetaDoPar/LangSelect -> dominios/transcricao/ui e dominios/i18n/ui; 266-304 overlay/bingo/sonda de audio -> dominios/transcricao/estado; 291-344 modal de salvar sessao -> dominios/sessao/ui; 345-463 dispositivos/motor/rota STT/perfis de falante -> dominios/transcricao/estado; 464-959 estado da captura (gravacao, idiomas, segmentos, mic, cenario, loopback, preparo de modelo) -> dominios/transcricao/estado; 960-1204 relogio da sessao e traducao de segmento -> dominios/transcricao/servico; 1205-1587 makeCaptureHandlers (pipeline de captura) -> dominios/transcricao/servico; 1588-1933 preparo de modelos e inicio de captura/mic -> dominios/transcricao/servico; 2039-2106 guarda de navegacao -> src/app; 2107-2420 gravar/parar/salvar sessao -> dominios/sessao/servico; 2421-2553 capa da sessao (busca e upload) -> dominios/sessao/ui; 2554-2612 fala manual e TTS -> dominios/transcricao/servico; 2613-2741 exame de palavra, adicionar ao deck, praticar -> dominios/vocabulario/servico; 2742-2771 renomear falante -> dominios/transcricao/servico; 2772-4260 seletores, botoes e render FICAM na tela"
src/gateway/activeProfile.ts,src/dominios/transcricao/servico/gateway/activeProfile.ts,transcricao,servico,mover,
src/gateway/adapters/chromeTranslator.ts,src/dominios/transcricao/servico/gateway/adapters/chromeTranslator.ts,transcricao,servico,mover,
src/gateway/adapters/groqWhisper.ts,src/dominios/transcricao/servico/gateway/adapters/groqWhisper.ts,transcricao,servico,mover,
src/gateway/adapters/modelProgress.ts,src/dominios/transcricao/servico/gateway/adapters/modelProgress.ts,transcricao,servico,mover,
src/gateway/adapters/mtWorker.ts,src/dominios/transcricao/servico/gateway/adapters/mtWorker.ts,transcricao,servico,mover,Entry literal do knip: atualizar knip.json:5-7 no mesmo commit
src/gateway/adapters/mymemory.ts,src/dominios/transcricao/servico/gateway/adapters/mymemory.ts,transcricao,servico,mover,
src/gateway/adapters/openaiCompatible.ts,src/dominios/transcricao/servico/gateway/adapters/openaiCompatible.ts,transcricao,servico,mover,
src/gateway/adapters/opusMtLocal.ts,src/dominios/transcricao/servico/gateway/adapters/opusMtLocal.ts,transcricao,servico,mover,
src/gateway/adapters/serverLlmMt.ts,src/dominios/transcricao/servico/gateway/adapters/serverLlmMt.ts,transcricao,servico,mover,
src/gateway/adapters/transformersEnv.ts,src/dominios/transcricao/servico/gateway/adapters/transformersEnv.ts,transcricao,servico,mover,
src/gateway/adapters/webSpeech.ts,src/dominios/transcricao/servico/gateway/adapters/webSpeech.ts,transcricao,servico,mover,
src/gateway/adapters/whisperLocal.ts,src/dominios/transcricao/servico/gateway/adapters/whisperLocal.ts,transcricao,servico,mover,
src/gateway/adapters/whisperWorker.ts,src/dominios/transcricao/servico/gateway/adapters/whisperWorker.ts,transcricao,servico,mover,Entry literal do knip: atualizar knip.json:5-7 no mesmo commit
src/gateway/alucinacao.ts,src/dominios/transcricao/servico/gateway/alucinacao.ts,transcricao,servico,mover,
src/gateway/audio/wav.ts,src/dominios/transcricao/servico/gateway/audio/wav.ts,transcricao,servico,mover,
src/gateway/capabilities.ts,src/dominios/transcricao/servico/gateway/capabilities.ts,transcricao,servico,mover,
src/gateway/capture/captureMetrics.ts,src/dominios/transcricao/servico/gateway/capture/captureMetrics.ts,transcricao,servico,mover,
src/gateway/capture/systemAudio.ts,src/dominios/transcricao/servico/gateway/capture/systemAudio.ts,transcricao,servico,mover,
src/gateway/index.ts,src/dominios/transcricao/servico/gateway/index.ts,transcricao,servico,mover,
src/gateway/modelCache.ts,src/dominios/transcricao/servico/gateway/modelCache.ts,transcricao,servico,mover,
src/gateway/modelManifest.ts,src/dominios/transcricao/servico/gateway/modelManifest.ts,transcricao,servico,mover,
src/gateway/offlineTranscribe.ts,src/dominios/transcricao/servico/gateway/offlineTranscribe.ts,transcricao,servico,mover,
src/gateway/profiles.ts,src/dominios/transcricao/servico/gateway/profiles.ts,transcricao,servico,mover,
src/gateway/sttRouter.ts,src/dominios/transcricao/servico/gateway/sttRouter.ts,transcricao,servico,mover,
src/lib/audioDevices.ts,src/dominios/transcricao/servico/audioDevices.ts,transcricao,servico,mover,
src/lib/cenarioDeCaptura.ts,src/dominios/transcricao/estado/cenarioDeCaptura.ts,transcricao,estado,mover,
src/lib/falante.ts,src/dominios/transcricao/servico/falante.ts,transcricao,servico,mover,
src/lib/ichatContext.ts,src/dominios/transcricao/servico/ichatContext.ts,transcricao,servico,mover,
src/lib/mediaErrors.ts,src/dominios/transcricao/servico/mediaErrors.ts,transcricao,servico,mover,
src/lib/misturarAudios.ts,src/dominios/transcricao/servico/misturarAudios.ts,transcricao,servico,mover,
src/lib/ordemDaTraducao.ts,src/dominios/transcricao/servico/ordemDaTraducao.ts,transcricao,servico,mover,
src/lib/passadasDoPipeline.ts,src/dominios/transcricao/servico/passadasDoPipeline.ts,transcricao,servico,mover,
src/lib/speakerCluster.ts,src/dominios/transcricao/servico/speakerCluster.ts,transcricao,servico,mover,Importado por scripts/eval-fala/medir-der.mjs: atualizar o caminho no script no mesmo commit
src/lib/speakerId.ts,src/dominios/transcricao/servico/speakerId.ts,transcricao,servico,mover,"Lido POR TEXTO (regex de MIN_EMBED_SECONDS) por scripts/eval-fala/medir-der.mjs, nao por import: mover exige atualizar o caminho no script no mesmo commit, senao a avaliacao quebra em silencio"
src/lib/speakerIdWorker.ts,src/dominios/transcricao/servico/speakerIdWorker.ts,transcricao,servico,mover,Entry literal do knip: atualizar knip.json:5-7 no mesmo commit
src/lib/transcriptUtils.ts,src/dominios/transcricao/servico/transcriptUtils.ts,transcricao,servico,mover,
src/lib/tts.ts,src/dominios/transcricao/servico/tts.ts,transcricao,servico,mover,
src/lib/vazamento.ts,src/dominios/transcricao/servico/vazamento.ts,transcricao,servico,mover,
server/db/repositories/anki.ts,server/dominios/vocabulario/repositorio/anki.ts,vocabulario,repositorio,mover,
server/db/repositories/vocab.ts,server/dominios/vocabulario/repositorio/vocab.ts,vocabulario,repositorio,mover,
server/import/anki.ts,server/dominios/vocabulario/servico/anki.ts,vocabulario,servico,mover,
server/import/ankiExport.ts,server/dominios/vocabulario/servico/ankiExport.ts,vocabulario,servico,mover,
server/lib/niveisDaTrilha.ts,server/dominios/vocabulario/servico/niveisDaTrilha.ts,vocabulario,servico,mover,"Importa src/data/trilha/indice:27 e os 16 JSON de src/data/trilha/niveis:29-44, que sobem para src/core/trilha/ na mesma fase"
server/routes/anki.ts,server/dominios/vocabulario/rotas/anki.ts,vocabulario,rotas,mover,
server/routes/vocab.ts,server/dominios/vocabulario/rotas/vocab.ts,vocabulario,rotas,mover,
src/components/TokensClicaveis.tsx,src/dominios/vocabulario/ui/TokensClicaveis.tsx,vocabulario,ui,mover,
src/components/VocabularyPanel.tsx,src/dominios/vocabulario/ui/VocabularyPanel.tsx,vocabulario,ui,mover,
src/components/views/BaralhoAnki.tsx,src/dominios/vocabulario/ui/BaralhoAnki.tsx,vocabulario,ui,mover,
src/components/views/BaralhosAnki.tsx,src/dominios/vocabulario/ui/BaralhosAnki.tsx,vocabulario,ui,mover,
src/components/views/CuradoriaBaralho.tsx,src/dominios/vocabulario/ui/CuradoriaBaralho.tsx,vocabulario,ui,mover,
src/components/views/Study.tsx,src/dominios/vocabulario/ui/Study.tsx,vocabulario,ui,mover,
src/components/views/vocab/CatalogoDePalavras.tsx,src/dominios/vocabulario/ui/CatalogoDePalavras.tsx,vocabulario,ui,mover,
src/components/views/vocab/NotaDeContagem.tsx,src/dominios/vocabulario/ui/NotaDeContagem.tsx,vocabulario,ui,mover,
src/data/apiAnki.ts,src/dominios/vocabulario/dados/apiAnki.ts,vocabulario,dados,mover,Sai de src/data: o funil e so api.ts; este e o cliente das rotas /api/anki
src/lib/adicionarAoDeck.ts,src/dominios/vocabulario/servico/adicionarAoDeck.ts,vocabulario,servico,mover,"AMBIGUO: 4 importadores, 3 de vocabulario/sessao (Analysis, Reading, Study) e 1 de estatisticas (Metrics)"
src/lib/dictionary.ts,src/dominios/vocabulario/dados/dictionary.ts,vocabulario,dados,mover,
src/lib/exercicios/activeProduction.tsx,src/dominios/vocabulario/ui/exercicios/activeProduction.tsx,vocabulario,ui,mover,
src/lib/exercicios/corretorPrompt.ts,src/dominios/vocabulario/servico/exercicios/corretorPrompt.ts,vocabulario,servico,mover,
